,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
7243,0.0,0.0,0.0,0.0,7.5
7244,0.0,0.0,0.0,0.0,6.9
7245,0.0,0.0,0.0,0.0,6.47
7246,0.0,0.0,0.0,0.0,5.94
7247,0.0,0.0,0.0,0.0,5.5
7248,0.0,0.0,0.0,0.0,5.46
7249,0.0,0.0,0.0,0.0,5.1
7250,0.0,0.0,0.0,0.0,4.87
7251,0.0,0.0,0.0,0.0,4.57
7252,0.0,0.0,0.0,0.0,4.69
7253,0.0,0.0,0.0,0.0,4.32
7254,0.0,0.0,0.0,0.0,4.26
7255,173.19,253.44,25.08,25.08,4.1
7256,420.71,419.66,47.42,47.42,4.88
7257,571.9,379.86,63.84,63.84,5.91
7258,571.96,245.0,82.54,82.54,6.81
7259,338.22,100.32,100.32,138.14,7.57
7260,340.22,94.39,94.39,191.65,7.97
7261,116.05,67.94,67.94,106.08,8.15
7262,77.18,45.6,45.6,77.63,8.08
7263,72.46,22.34,22.34,99.13,7.84
7264,0.0,0.0,0.0,0.0,7.27
7265,0.0,0.0,0.0,0.0,6.82
7266,0.0,0.0,0.0,0.0,6.34
7267,0.0,0.0,0.0,0.0,6.15
7268,0.0,0.0,0.0,0.0,5.99
7269,0.0,0.0,0.0,0.0,5.31
7270,0.0,0.0,0.0,0.0,4.84
7271,0.0,0.0,0.0,0.0,4.38
7272,0.0,0.0,0.0,0.0,3.93
7273,0.0,0.0,0.0,0.0,3.48
7274,0.0,0.0,0.0,0.0,3.06
7275,0.0,0.0,0.0,0.0,2.71
7276,0.0,0.0,0.0,0.0,2.36
7277,0.0,0.0,0.0,0.0,2.04
7278,0.0,0.0,0.0,0.0,1.77
7279,247.25,369.57,22.34,22.34,1.54
7280,528.45,524.43,37.85,37.85,3.05
7281,736.07,467.79,44.23,44.23,4.79
7282,854.7,296.94,48.34,48.34,6.28
7283,861.96,54.72,54.72,97.22,7.55
7284,885.73,41.04,41.04,315.29,8.41
7285,703.37,47.42,47.42,463.13,8.93
7286,479.44,40.58,40.58,488.03,9.0
7287,238.61,20.52,20.52,367.25,8.44
7288,0.0,0.0,0.0,0.0,7.0
7289,0.0,0.0,0.0,0.0,5.74
7290,0.0,0.0,0.0,0.0,4.92
7291,0.0,0.0,0.0,0.0,4.47
7292,0.0,0.0,0.0,0.0,3.97
7293,0.0,0.0,0.0,0.0,3.56
7294,0.0,0.0,0.0,0.0,3.2
7295,0.0,0.0,0.0,0.0,2.85
7296,0.0,0.0,0.0,0.0,2.61
7297,0.0,0.0,0.0,0.0,2.42
7298,0.0,0.0,0.0,0.0,2.2
7299,0.0,0.0,0.0,0.0,2.04
7300,0.0,0.0,0.0,0.0,2.01
7301,0.0,0.0,0.0,0.0,2.2
7302,0.0,0.0,0.0,0.0,2.3
7303,14.96,14.96,11.4,11.4,3.02
7304,14.96,14.96,11.4,11.4,4.26
7305,35.31,35.31,26.9,26.9,5.21
7306,43.69,43.69,33.29,33.29,6.28
7307,45.49,34.66,34.66,45.49,7.38
7308,47.88,36.48,36.48,47.88,8.58
7309,55.66,42.41,42.41,55.66,9.52
7310,32.32,24.62,24.62,32.32,10.15
7311,25.92,15.5,15.5,29.24,10.64
7312,0.0,0.0,0.0,0.0,10.81
7313,0.0,0.0,0.0,0.0,10.95
7314,0.0,0.0,0.0,0.0,10.95
7315,0.0,0.0,0.0,0.0,10.52
7316,0.0,0.0,0.0,0.0,10.55
7317,0.0,0.0,0.0,0.0,10.82
7318,0.0,0.0,0.0,0.0,11.1
7319,0.0,0.0,0.0,0.0,11.32
7320,0.0,0.0,0.0,0.0,11.58
7321,0.0,0.0,0.0,0.0,12.31
7322,0.0,0.0,0.0,0.0,12.82
7323,0.0,0.0,0.0,0.0,12.97
7324,0.0,0.0,0.0,0.0,12.98
7325,0.0,0.0,0.0,0.0,12.88
7326,0.0,0.0,0.0,0.0,12.89
7327,14.96,14.96,11.4,11.4,13.15
7328,83.62,83.14,44.23,44.23,13.43
7329,63.44,63.44,48.34,48.34,13.95
7330,146.18,117.31,80.26,80.26,14.17
7331,74.81,57.0,57.0,74.81,14.61
7332,174.55,83.45,83.45,129.71,14.91
7333,247.23,72.96,72.96,189.57,14.81
7334,61.78,38.76,38.76,61.88,14.78
7335,74.01,19.15,19.15,102.62,14.32
7336,0.0,0.0,0.0,0.0,13.54
7337,0.0,0.0,0.0,0.0,13.24
7338,0.0,0.0,0.0,0.0,12.99
7339,0.0,0.0,0.0,0.0,12.87
7340,0.0,0.0,0.0,0.0,12.59
7341,0.0,0.0,0.0,0.0,12.23
7342,0.0,0.0,0.0,0.0,11.65
7343,0.0,0.0,0.0,0.0,11.63
7344,0.0,0.0,0.0,0.0,11.69
7345,0.0,0.0,0.0,0.0,11.64
7346,0.0,0.0,0.0,0.0,11.54
7347,0.0,0.0,0.0,0.0,11.55
7348,0.0,0.0,0.0,0.0,11.57
7349,0.0,0.0,0.0,0.0,11.46
7350,0.0,0.0,0.0,0.0,11.31
7351,17.95,17.95,13.68,13.68,10.72
7352,179.0,176.29,48.79,48.79,11.36
7353,139.74,119.1,67.49,67.49,12.2
7354,561.73,231.85,73.87,73.87,13.17
7355,373.95,91.2,91.2,127.39,14.05
7356,322.06,86.18,86.18,177.44,14.53
7357,119.55,64.3,64.3,106.09,14.96
7358,61.45,38.3,38.3,61.5,15.13
7359,75.03,18.24,18.24,104.37,14.63
7360,0.0,0.0,0.0,0.0,14.03
7361,0.0,0.0,0.0,0.0,13.38
7362,0.0,0.0,0.0,0.0,12.95
7363,0.0,0.0,0.0,0.0,12.22
7364,0.0,0.0,0.0,0.0,11.76
7365,0.0,0.0,0.0,0.0,11.22
7366,0.0,0.0,0.0,0.0,10.96
7367,0.0,0.0,0.0,0.0,10.51
7368,0.0,0.0,0.0,0.0,10.26
7369,0.0,0.0,0.0,0.0,10.14
7370,0.0,0.0,0.0,0.0,10.06
7371,0.0,0.0,0.0,0.0,9.87
7372,0.0,0.0,0.0,0.0,9.79
7373,0.0,0.0,0.0,0.0,9.71
7374,0.0,0.0,0.0,0.0,9.8
7375,13.77,13.77,10.49,10.49,10.2
7376,96.59,95.51,44.23,44.23,10.28
7377,67.1,65.86,48.79,48.79,10.69
7378,67.63,67.63,51.53,51.53,10.96
7379,43.69,33.29,33.29,43.69,10.57
7380,58.65,44.69,44.69,58.65,10.5
7381,54.46,41.5,41.5,54.46,10.93
7382,127.36,45.6,45.6,127.24,11.74
7383,150.87,17.78,17.78,222.78,11.6
7384,0.0,0.0,0.0,0.0,10.79
7385,0.0,0.0,0.0,0.0,10.16
7386,0.0,0.0,0.0,0.0,9.4
7387,0.0,0.0,0.0,0.0,9.92
7388,0.0,0.0,0.0,0.0,9.9
7389,0.0,0.0,0.0,0.0,9.78
7390,0.0,0.0,0.0,0.0,9.59
7391,0.0,0.0,0.0,0.0,9.28
7392,0.0,0.0,0.0,0.0,9.28
7393,0.0,0.0,0.0,0.0,8.78
7394,0.0,0.0,0.0,0.0,8.17
7395,0.0,0.0,0.0,0.0,7.85
7396,0.0,0.0,0.0,0.0,7.48
7397,0.0,0.0,0.0,0.0,7.59
7398,0.0,0.0,0.0,0.0,7.6
7399,175.97,253.88,18.24,18.24,7.23
7400,577.45,559.68,25.54,25.54,7.8
7401,418.58,283.08,66.58,66.58,8.83
7402,792.93,274.51,48.34,48.34,9.96
7403,325.42,91.66,91.66,126.27,10.78
7404,601.3,69.77,69.77,246.67,11.02
7405,221.16,70.22,70.22,170.89,11.18
7406,454.73,35.11,35.11,451.75,11.38
7407,134.43,16.87,16.87,196.52,11.21
7408,0.0,0.0,0.0,0.0,10.31
7409,0.0,0.0,0.0,0.0,9.03
7410,0.0,0.0,0.0,0.0,7.42
7411,0.0,0.0,0.0,0.0,7.13
7412,0.0,0.0,0.0,0.0,6.75
7413,0.0,0.0,0.0,0.0,6.49
7414,0.0,0.0,0.0,0.0,6.06
7415,0.0,0.0,0.0,0.0,5.83
7416,0.0,0.0,0.0,0.0,5.16
7417,0.0,0.0,0.0,0.0,5.08
7418,0.0,0.0,0.0,0.0,4.98
7419,0.0,0.0,0.0,0.0,4.73
7420,0.0,0.0,0.0,0.0,4.65
7421,0.0,0.0,0.0,0.0,3.88
7422,0.0,0.0,0.0,0.0,3.84
7423,33.9,40.72,15.5,15.5,3.64
7424,66.07,65.49,38.3,38.3,5.68
7425,72.83,70.21,50.62,50.62,7.72
7426,249.86,150.73,84.36,84.36,9.18
7427,73.02,55.63,55.63,73.02,9.92
7428,249.67,83.9,83.9,152.43,10.6
7429,68.46,49.7,49.7,67.2,10.73
7430,101.06,42.41,42.41,100.48,10.28
7431,39.91,14.14,14.14,51.48,9.76
7432,0.0,0.0,0.0,0.0,9.02
7433,0.0,0.0,0.0,0.0,8.77
7434,0.0,0.0,0.0,0.0,8.53
7435,0.0,0.0,0.0,0.0,8.36
7436,0.0,0.0,0.0,0.0,8.31
7437,0.0,0.0,0.0,0.0,8.18
7438,0.0,0.0,0.0,0.0,7.86
7439,0.0,0.0,0.0,0.0,7.92
7440,0.0,0.0,0.0,0.0,7.9
7441,0.0,0.0,0.0,0.0,7.45
7442,0.0,0.0,0.0,0.0,6.91
7443,0.0,0.0,0.0,0.0,6.91
7444,0.0,0.0,0.0,0.0,6.93
7445,0.0,0.0,0.0,0.0,6.96
7446,0.0,0.0,0.0,0.0,7.07
7447,56.92,74.74,15.96,15.96,5.73
7448,327.75,316.54,41.95,41.95,6.77
7449,203.72,156.41,67.94,67.94,8.28
7450,125.61,103.52,72.05,72.05,9.52
7451,118.06,73.87,73.87,97.62,10.29
7452,69.43,52.9,52.9,69.43,10.49
7453,71.19,49.25,49.25,68.61,9.84
7454,18.55,14.14,14.14,18.55,9.85
7455,231.55,13.22,13.22,345.43,9.99
7456,0.0,0.0,0.0,0.0,9.4
7457,0.0,0.0,0.0,0.0,8.57
7458,0.0,0.0,0.0,0.0,7.75
7459,0.0,0.0,0.0,0.0,7.04
7460,0.0,0.0,0.0,0.0,6.77
7461,0.0,0.0,0.0,0.0,6.54
7462,0.0,0.0,0.0,0.0,6.13
7463,0.0,0.0,0.0,0.0,5.6
7464,0.0,0.0,0.0,0.0,5.02
7465,0.0,0.0,0.0,0.0,4.54
7466,0.0,0.0,0.0,0.0,4.33
7467,0.0,0.0,0.0,0.0,4.12
7468,0.0,0.0,0.0,0.0,3.73
7469,0.0,0.0,0.0,0.0,3.56
7470,0.0,0.0,0.0,0.0,3.58
7471,24.03,27.57,12.77,12.77,3.67
7472,81.49,80.17,39.67,39.67,5.08
7473,84.09,78.52,53.81,53.81,6.51
7474,68.23,68.23,51.98,51.98,7.37
7475,53.86,41.04,41.04,53.86,8.01
7476,56.86,43.32,43.32,56.86,8.32
7477,55.66,42.41,42.41,55.66,8.45
7478,35.91,27.36,27.36,35.91,8.31
7479,23.2,11.86,11.86,27.17,7.82
7480,0.0,0.0,0.0,0.0,7.28
7481,0.0,0.0,0.0,0.0,6.82
7482,0.0,0.0,0.0,0.0,6.39
7483,0.0,0.0,0.0,0.0,6.31
7484,0.0,0.0,0.0,0.0,6.17
7485,0.0,0.0,0.0,0.0,5.91
7486,0.0,0.0,0.0,0.0,5.63
7487,0.0,0.0,0.0,0.0,5.44
7488,0.0,0.0,0.0,0.0,5.46
7489,0.0,0.0,0.0,0.0,5.01
7490,0.0,0.0,0.0,0.0,4.62
7491,0.0,0.0,0.0,0.0,4.39
7492,0.0,0.0,0.0,0.0,3.92
7493,0.0,0.0,0.0,0.0,3.51
7494,0.0,0.0,0.0,0.0,3.23
7495,41.93,53.15,14.14,14.14,2.92
7496,177.63,171.8,44.23,44.23,4.16
7497,588.37,370.91,51.07,51.07,5.99
7498,329.33,170.83,82.08,82.08,7.29
7499,309.84,88.01,88.01,120.61,8.2
7500,64.04,48.79,48.79,64.04,8.52
7501,297.86,66.58,66.58,213.18,8.57
7502,497.77,30.1,30.1,484.43,8.47
7503,165.96,13.68,13.68,241.59,7.89
7504,0.0,0.0,0.0,0.0,6.74
7505,0.0,0.0,0.0,0.0,5.85
7506,0.0,0.0,0.0,0.0,5.25
7507,0.0,0.0,0.0,0.0,4.44
7508,0.0,0.0,0.0,0.0,3.82
7509,0.0,0.0,0.0,0.0,3.11
7510,0.0,0.0,0.0,0.0,2.31
7511,0.0,0.0,0.0,0.0,1.78
7512,0.0,0.0,0.0,0.0,1.44
7513,0.0,0.0,0.0,0.0,1.06
7514,0.0,0.0,0.0,0.0,0.27
7515,0.0,0.0,0.0,0.0,0.0
7516,0.0,0.0,0.0,0.0,-0.21
7517,0.0,0.0,0.0,0.0,-0.61
7518,0.0,0.0,0.0,0.0,-0.75
7519,22.9,26.65,11.4,11.4,-0.45
7520,64.07,63.16,35.57,35.57,1.67
7521,50.87,50.87,38.76,38.76,3.51
7522,64.04,64.04,48.79,48.79,5.17
7523,62.24,47.42,47.42,62.24,6.11
7524,67.63,51.53,51.53,67.63,7.18
7525,63.27,45.6,45.6,61.89,7.73
7526,35.31,26.9,26.9,35.31,7.88
7527,22.73,10.94,10.94,26.91,7.6
7528,0.0,0.0,0.0,0.0,6.2
7529,0.0,0.0,0.0,0.0,5.6
7530,0.0,0.0,0.0,0.0,4.72
7531,0.0,0.0,0.0,0.0,4.05
7532,0.0,0.0,0.0,0.0,3.7
7533,0.0,0.0,0.0,0.0,3.4
7534,0.0,0.0,0.0,0.0,3.13
7535,0.0,0.0,0.0,0.0,1.21
7536,0.0,0.0,0.0,0.0,1.5
7537,0.0,0.0,0.0,0.0,1.52
7538,0.0,0.0,0.0,0.0,1.0
7539,0.0,0.0,0.0,0.0,0.11
7540,0.0,0.0,0.0,0.0,0.21
7541,0.0,0.0,0.0,0.0,-0.26
7542,0.0,0.0,0.0,0.0,-1.13
7543,13.17,13.17,10.03,10.03,0.92
7544,31.12,31.12,23.71,23.71,1.41
7545,29.92,29.92,22.8,22.8,2.0
7546,31.12,31.12,23.71,23.71,2.94
7547,36.51,27.82,27.82,36.51,4.05
7548,37.71,28.73,28.73,37.71,4.76
7549,49.68,37.85,37.85,49.68,5.49
7550,0.0,0.0,0.0,0.0,5.77
7551,51.26,11.86,11.86,68.77,5.4
7552,0.0,0.0,0.0,0.0,4.97
7553,0.0,0.0,0.0,0.0,4.84
7554,0.0,0.0,0.0,0.0,4.71
7555,0.0,0.0,0.0,0.0,3.64
7556,0.0,0.0,0.0,0.0,3.84
7557,0.0,0.0,0.0,0.0,4.17
7558,0.0,0.0,0.0,0.0,4.38
7559,0.0,0.0,0.0,0.0,4.36
7560,0.0,0.0,0.0,0.0,4.59
7561,0.0,0.0,0.0,0.0,4.83
7562,0.0,0.0,0.0,0.0,4.81
7563,0.0,0.0,0.0,0.0,4.72
7564,0.0,0.0,0.0,0.0,4.75
7565,0.0,0.0,0.0,0.0,4.62
7566,0.0,0.0,0.0,0.0,4.61
7567,107.39,149.02,12.77,12.77,4.71
7568,80.93,79.02,36.94,36.94,5.02
7569,88.21,80.56,53.35,53.35,5.4
7570,269.14,150.47,78.89,78.89,6.02
7571,43.69,33.29,33.29,43.69,6.57
7572,38.3,29.18,29.18,38.3,6.9
7573,14.96,11.4,11.4,14.96,6.9
7574,25.14,19.15,19.15,25.14,6.65
7575,42.29,10.94,10.94,55.71,6.36
7576,0.0,0.0,0.0,0.0,5.52
7577,0.0,0.0,0.0,0.0,4.8
7578,0.0,0.0,0.0,0.0,4.43
7579,0.0,0.0,0.0,0.0,3.73
7580,0.0,0.0,0.0,0.0,3.19
7581,0.0,0.0,0.0,0.0,2.83
7582,0.0,0.0,0.0,0.0,2.76
7583,0.0,0.0,0.0,0.0,2.67
7584,0.0,0.0,0.0,0.0,2.66
7585,0.0,0.0,0.0,0.0,2.5
7586,0.0,0.0,0.0,0.0,2.23
7587,0.0,0.0,0.0,0.0,2.06
7588,0.0,0.0,0.0,0.0,2.33
7589,0.0,0.0,0.0,0.0,2.56
7590,0.0,0.0,0.0,0.0,2.63
7591,91.73,126.24,11.86,11.86,1.84
7592,124.0,119.52,39.22,39.22,2.76
7593,82.37,76.15,51.53,51.53,3.88
7594,54.46,54.46,41.5,41.5,4.79
7595,76.15,55.63,55.63,73.11,5.59
7596,59.85,45.6,45.6,59.85,6.12
7597,38.3,29.18,29.18,38.3,6.11
7598,39.86,26.9,26.9,39.63,6.2
7599,20.91,8.66,8.66,25.4,5.93
7600,0.0,0.0,0.0,0.0,5.4
7601,0.0,0.0,0.0,0.0,5.18
7602,0.0,0.0,0.0,0.0,4.95
7603,0.0,0.0,0.0,0.0,4.6
7604,0.0,0.0,0.0,0.0,4.44
7605,0.0,0.0,0.0,0.0,4.53
7606,0.0,0.0,0.0,0.0,4.5
7607,0.0,0.0,0.0,0.0,4.19
7608,0.0,0.0,0.0,0.0,4.3
7609,0.0,0.0,0.0,0.0,4.27
7610,0.0,0.0,0.0,0.0,4.06
7611,0.0,0.0,0.0,0.0,3.77
7612,0.0,0.0,0.0,0.0,3.48
7613,0.0,0.0,0.0,0.0,3.11
7614,0.0,0.0,0.0,0.0,2.7
7615,63.61,85.89,10.49,10.49,2.21
7616,343.45,324.28,35.57,35.57,3.1
7617,712.56,429.56,34.2,34.2,4.44
7618,717.12,252.23,52.44,52.44,5.75
7619,865.23,40.58,40.58,72.87,6.86
7620,777.83,45.14,45.14,267.05,7.46
7621,431.62,56.54,56.54,282.16,7.95
7622,271.75,36.94,36.94,259.25,7.97
7623,32.29,9.12,9.12,41.64,7.28
7624,0.0,0.0,0.0,0.0,6.5
7625,0.0,0.0,0.0,0.0,5.88
7626,0.0,0.0,0.0,0.0,5.23
7627,0.0,0.0,0.0,0.0,4.47
7628,0.0,0.0,0.0,0.0,4.24
7629,0.0,0.0,0.0,0.0,4.07
7630,0.0,0.0,0.0,0.0,3.8
7631,0.0,0.0,0.0,0.0,3.5
7632,0.0,0.0,0.0,0.0,3.37
7633,0.0,0.0,0.0,0.0,3.3
7634,0.0,0.0,0.0,0.0,3.27
7635,0.0,0.0,0.0,0.0,3.53
7636,0.0,0.0,0.0,0.0,3.67
7637,0.0,0.0,0.0,0.0,3.59
7638,0.0,0.0,0.0,0.0,3.34
7639,4.19,4.19,3.19,3.19,3.84
7640,79.0,76.67,33.74,33.74,4.27
7641,142.12,113.75,57.46,57.46,5.09
7642,49.68,49.68,37.85,37.85,6.77
7643,50.87,38.76,38.76,50.87,7.26
7644,113.41,65.21,65.21,93.6,7.38
7645,55.73,39.67,39.67,54.19,7.17
7646,481.73,26.45,26.45,454.35,6.83
7647,131.62,9.58,9.58,185.3,6.33
7648,0.0,0.0,0.0,0.0,5.51
7649,0.0,0.0,0.0,0.0,4.81
7650,0.0,0.0,0.0,0.0,4.51
7651,0.0,0.0,0.0,0.0,3.85
7652,0.0,0.0,0.0,0.0,3.53
7653,0.0,0.0,0.0,0.0,3.17
7654,0.0,0.0,0.0,0.0,3.16
7655,0.0,0.0,0.0,0.0,3.73
7656,0.0,0.0,0.0,0.0,3.6
7657,0.0,0.0,0.0,0.0,3.47
7658,0.0,0.0,0.0,0.0,3.3
7659,0.0,0.0,0.0,0.0,3.17
7660,0.0,0.0,0.0,0.0,2.98
7661,0.0,0.0,0.0,0.0,2.74
7662,0.0,0.0,0.0,0.0,2.04
7663,208.51,295.05,7.75,7.75,-0.31
7664,113.83,109.15,35.57,35.57,0.44
7665,348.42,232.14,57.91,57.91,1.65
7666,606.21,228.19,60.65,60.65,3.46
7667,55.66,42.41,42.41,55.66,4.73
7668,354.83,73.87,73.87,170.26,5.85
7669,146.86,57.0,57.0,116.31,6.86
7670,308.24,34.66,34.66,290.75,6.97
7671,103.22,9.12,9.12,143.48,6.6
7672,0.0,0.0,0.0,0.0,5.4
7673,0.0,0.0,0.0,0.0,3.94
7674,0.0,0.0,0.0,0.0,2.81
7675,0.0,0.0,0.0,0.0,2.53
7676,0.0,0.0,0.0,0.0,1.98
7677,0.0,0.0,0.0,0.0,1.33
7678,0.0,0.0,0.0,0.0,0.92
7679,0.0,0.0,0.0,0.0,0.37
7680,0.0,0.0,0.0,0.0,-0.25
7681,0.0,0.0,0.0,0.0,-0.23
7682,0.0,0.0,0.0,0.0,0.08
7683,0.0,0.0,0.0,0.0,0.17
7684,0.0,0.0,0.0,0.0,0.32
7685,0.0,0.0,0.0,0.0,0.66
7686,0.0,0.0,0.0,0.0,1.21
7687,20.7,25.76,6.84,6.84,1.65
7688,25.74,25.74,19.61,19.61,2.6
7689,46.68,46.68,35.57,35.57,3.66
7690,44.89,44.89,34.2,34.2,4.69
7691,34.71,26.45,26.45,34.71,5.18
7692,46.08,35.11,35.11,46.08,5.61
7693,24.54,18.7,18.7,24.54,5.88
7694,18.55,14.14,14.14,18.55,5.55
7695,20.04,6.38,6.38,25.07,5.34
7696,0.0,0.0,0.0,0.0,5.13
7697,0.0,0.0,0.0,0.0,4.98
7698,0.0,0.0,0.0,0.0,4.9
7699,0.0,0.0,0.0,0.0,5.21
7700,0.0,0.0,0.0,0.0,5.19
7701,0.0,0.0,0.0,0.0,5.11
7702,0.0,0.0,0.0,0.0,5.08
7703,0.0,0.0,0.0,0.0,5.08
7704,0.0,0.0,0.0,0.0,5.04
7705,0.0,0.0,0.0,0.0,5.0
7706,0.0,0.0,0.0,0.0,4.95
7707,0.0,0.0,0.0,0.0,4.86
7708,0.0,0.0,0.0,0.0,4.68
7709,0.0,0.0,0.0,0.0,4.49
7710,0.0,0.0,0.0,0.0,4.32
7711,2.39,2.39,1.82,1.82,4.77
7712,7.78,7.78,5.93,5.93,4.86
7713,19.15,19.15,14.59,14.59,4.94
7714,28.13,28.13,21.43,21.43,5.18
7715,36.51,36.51,27.82,27.82,5.35
7716,40.1,30.55,30.55,40.1,5.5
7717,28.13,21.43,21.43,28.13,5.26
7718,22.74,17.33,17.33,22.74,4.98
7719,7.78,5.93,5.93,7.78,4.25
7720,0.0,0.0,0.0,0.0,3.84
7721,0.0,0.0,0.0,0.0,3.54
7722,0.0,0.0,0.0,0.0,3.32
7723,0.0,0.0,0.0,0.0,3.67
7724,0.0,0.0,0.0,0.0,3.6
7725,0.0,0.0,0.0,0.0,3.54
7726,0.0,0.0,0.0,0.0,3.74
7727,0.0,0.0,0.0,0.0,4.08
7728,0.0,0.0,0.0,0.0,4.51
7729,0.0,0.0,0.0,0.0,4.89
7730,0.0,0.0,0.0,0.0,5.15
7731,0.0,0.0,0.0,0.0,5.34
7732,0.0,0.0,0.0,0.0,5.38
7733,0.0,0.0,0.0,0.0,5.34
7734,0.0,0.0,0.0,0.0,5.38
7735,3.59,3.59,2.74,2.74,5.0
7736,59.28,57.64,28.73,28.73,5.09
7737,36.51,36.51,27.82,27.82,5.68
7738,116.32,92.6,63.38,63.38,6.11
7739,100.75,83.59,63.38,63.38,6.42
7740,177.24,69.31,69.31,115.04,6.52
7741,93.25,49.25,49.25,80.86,6.72
7742,16.76,12.77,12.77,16.76,6.64
7743,1.2,0.91,0.91,1.2,6.4
7744,0.0,0.0,0.0,0.0,5.97
7745,0.0,0.0,0.0,0.0,5.3
7746,0.0,0.0,0.0,0.0,4.64
7747,0.0,0.0,0.0,0.0,3.32
7748,0.0,0.0,0.0,0.0,2.8
7749,0.0,0.0,0.0,0.0,2.4
7750,0.0,0.0,0.0,0.0,2.12
7751,0.0,0.0,0.0,0.0,1.41
7752,0.0,0.0,0.0,0.0,-0.53
7753,0.0,0.0,0.0,0.0,-1.0
7754,0.0,0.0,0.0,0.0,-1.09
7755,0.0,0.0,0.0,0.0,-0.76
7756,0.0,0.0,0.0,0.0,-0.84
7757,0.0,0.0,0.0,0.0,-0.89
7758,0.0,0.0,0.0,0.0,-1.15
7759,68.38,93.5,6.38,6.38,-2.19
7760,265.87,248.54,32.83,32.83,-0.89
7761,82.99,74.09,47.42,47.42,1.79
7762,71.21,68.65,51.53,51.53,3.23
7763,72.26,68.92,52.44,52.44,4.46
7764,140.19,66.58,66.58,102.02,4.94
7765,40.1,30.55,30.55,40.1,5.1
7766,231.25,33.74,33.74,214.93,5.0
7767,2.39,1.82,1.82,2.39,4.84
7768,0.0,0.0,0.0,0.0,4.54
7769,0.0,0.0,0.0,0.0,4.23
7770,0.0,0.0,0.0,0.0,4.02
7771,0.0,0.0,0.0,0.0,3.15
7772,0.0,0.0,0.0,0.0,3.01
7773,0.0,0.0,0.0,0.0,2.71
7774,0.0,0.0,0.0,0.0,2.9
7775,0.0,0.0,0.0,0.0,2.82
7776,0.0,0.0,0.0,0.0,2.92
7777,0.0,0.0,0.0,0.0,2.86
7778,0.0,0.0,0.0,0.0,2.73
7779,0.0,0.0,0.0,0.0,2.92
7780,0.0,0.0,0.0,0.0,3.07
7781,0.0,0.0,0.0,0.0,3.15
7782,0.0,0.0,0.0,0.0,3.25
7783,1.8,1.8,1.37,1.37,2.48
7784,210.43,197.01,31.46,31.46,2.68
7785,68.69,63.35,42.86,42.86,3.8
7786,572.16,215.95,57.46,57.46,5.04
7787,299.7,101.99,74.33,74.33,5.67
7788,151.04,65.66,65.66,104.03,6.14
7789,80.65,45.6,45.6,71.52,6.48
7790,72.76,29.64,29.64,69.64,6.57
7791,21.96,5.47,5.47,27.8,6.25
7792,0.0,0.0,0.0,0.0,5.14
7793,0.0,0.0,0.0,0.0,3.88
7794,0.0,0.0,0.0,0.0,3.15
7795,0.0,0.0,0.0,0.0,2.55
7796,0.0,0.0,0.0,0.0,1.75
7797,0.0,0.0,0.0,0.0,1.17
7798,0.0,0.0,0.0,0.0,0.81
7799,0.0,0.0,0.0,0.0,0.07
7800,0.0,0.0,0.0,0.0,-0.46
7801,0.0,0.0,0.0,0.0,-0.8
7802,0.0,0.0,0.0,0.0,-0.85
7803,0.0,0.0,0.0,0.0,-0.73
7804,0.0,0.0,0.0,0.0,-0.69
7805,0.0,0.0,0.0,0.0,-0.55
7806,0.0,0.0,0.0,0.0,-0.62
7807,0.0,0.0,0.0,0.0,-0.5
7808,123.72,116.97,30.55,30.55,0.82
7809,108.08,89.4,49.25,49.25,2.47
7810,82.41,74.42,54.26,54.26,3.87
7811,102.01,80.76,61.1,61.1,5.03
7812,60.45,46.06,46.06,60.45,6.04
7813,68.16,42.41,42.41,62.64,6.75
7814,9.58,7.3,7.3,9.58,6.8
7815,5.39,4.1,4.1,5.39,5.91
7816,0.0,0.0,0.0,0.0,4.56
7817,0.0,0.0,0.0,0.0,3.9
7818,0.0,0.0,0.0,0.0,3.75
7819,0.0,0.0,0.0,0.0,2.98
7820,0.0,0.0,0.0,0.0,3.07
7821,0.0,0.0,0.0,0.0,3.35
7822,0.0,0.0,0.0,0.0,3.49
7823,0.0,0.0,0.0,0.0,3.61
7824,0.0,0.0,0.0,0.0,3.59
7825,0.0,0.0,0.0,0.0,3.79
7826,0.0,0.0,0.0,0.0,3.72
7827,0.0,0.0,0.0,0.0,3.65
7828,0.0,0.0,0.0,0.0,3.7
7829,0.0,0.0,0.0,0.0,3.9
7830,0.0,0.0,0.0,0.0,3.99
7831,0.0,0.0,0.0,0.0,3.72
7832,42.17,41.22,23.26,23.26,4.36
7833,190.07,137.83,52.44,52.44,5.61
7834,412.2,178.17,65.21,65.21,7.22
7835,796.76,75.35,43.32,43.32,8.63
7836,353.06,67.49,67.49,159.96,9.83
7837,108.32,49.25,49.25,88.83,10.49
7838,98.8,30.1,30.1,92.74,10.49
7839,0.0,0.0,0.0,0.0,9.73
7840,0.0,0.0,0.0,0.0,8.61
7841,0.0,0.0,0.0,0.0,7.79
7842,0.0,0.0,0.0,0.0,6.96
7843,0.0,0.0,0.0,0.0,7.04
7844,0.0,0.0,0.0,0.0,6.63
7845,0.0,0.0,0.0,0.0,6.32
7846,0.0,0.0,0.0,0.0,6.01
7847,0.0,0.0,0.0,0.0,5.69
